text,label,label_name
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,0,ham
Aight ill get on fb in a couple minutes,0,ham
"How long has it been since you screamed, princess?",0,ham
Do you like Italian food?,0,ham
Do you still have the grinder?,0,ham
Great! I shoot big loads so get ready!,0,ham
No. On the way home. So if not for the long dry spell the season would have been over,0,ham
Wait  &lt;#&gt;  min..,0,ham
Ugh fuck it I'm resubbing to eve,0,ham
Yup... I havent been there before... You want to go for the yoga? I can call up to book,0,ham
When you guys planning on coming over?,0,ham
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0,ham
Hui xin is in da lib.,0,ham
I dont know why she.s not getting your messages,0,ham
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,0,ham
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,ham
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0,ham
You sure your neighbors didnt pick it up,0,ham
Yeah I don't see why not,0,ham
Howz that persons story,0,ham
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0,ham
Well if I'm that desperate I'll just call armand again,0,ham
Don know..wait i will check it.,0,ham
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,0,ham
We left already we at orchard now.,0,ham
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,ham
Did u got that persons story,0,ham
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,0,ham
Update your face book status frequently :),0,ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,spam
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,spam
"Sorry my roommates took forever, it ok if I come by now?",0,ham
"K, wat s tht incident?",0,ham
My uncles in Atlanta. Wish you guys a great semester.,0,ham
Yeah whatever lol,0,ham
Lol wtf random. Btw is that your lunch break,0,ham
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",0,ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,spam
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1,spam
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",0,ham
"Haha good to hear, I'm officially paid and on the market for an 8th",0,ham
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",0,ham
"If we hit it off, you can move in with me :)",0,ham
Cheers for the card ... Is it that time of year already?,0,ham
Just now saw your message.it k da:),0,ham
Mathews or tait or edwards or anderson,0,ham
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",0,ham
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",1,spam
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,ham
Enjoy urself tmr...,0,ham
"Gosh that , what a pain. Spose I better come then.",0,ham
TELL HER I SAID EAT SHIT.,0,ham
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,ham
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0,ham
Hi happy birthday. Hi hi hi hi hi hi hi,0,ham
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,spam
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,spam
Pls speak to that customer machan.,0,ham
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0,ham
"Customer place, i wil cal u sir.",0,ham
Will it help if we propose going back again tomorrow,0,ham
Free any day but i finish at 6 on mon n thurs...,0,ham
Ok Chinese food on its way. When I get fat you're paying for my lipo.,0,ham
I borrow ur bag ok.,0,ham
If we win its really no 1 side for long time.,0,ham
Yo! Howz u? girls never rang after india. L,0,ham
"Better than bb. If he wont use it, his wife will or them doctor",0,ham
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0,ham
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,spam
"I'll get there at 3, unless you guys want me to come some time sooner",0,ham
The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,0,ham
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,spam
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,ham
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0,ham
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0,ham
Ok..,0,ham
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0,ham
Yup no more already... Thanx 4 printing n handing it up.,0,ham
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0,ham
Super msg da:)nalla timing.,0,ham
That day you asked about anand number. Why:-),0,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,spam
Okay but i thought you were the expert,0,ham
Ü still attending da talks?,0,ham
3 pa but not selected.,0,ham
"I've got ten bucks, jay is being noncomittal",0,ham
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,0,ham
None of that's happening til you get here though,0,ham
Ill call you evening ill some ideas.,0,ham
I reach home safe n sound liao...,0,ham
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0,ham
I am in hospital da. . I will return home in evening,0,ham
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",0,ham
Lol for real. She told my dad I have cancer,0,ham
1's reach home call me.,0,ham
No probs hon! How u doinat the mo?,0,ham
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0,ham
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,ham
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,0,ham
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0,ham
"I hav almost reached. Call, i m unable to connect u.",0,ham
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,0,ham
Then mum's repent how?,0,ham
Oh yeah I forgot. U can only take 2 out shopping at once.,0,ham
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,0,ham
1's finish meeting call me.,0,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,spam
Dude we should go sup again,0,ham
i want to grasp your pretty booty :),0,ham
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,spam
U having lunch alone? I now so bored...,0,ham
Sindu got job in birla soft ..,0,ham
Just send a text. We'll skype later.,0,ham
Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,0,ham
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0,ham
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,ham
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0,ham
Have you not finished work yet or something?,0,ham
Why tired what special there you had,0,ham
Should I tell my friend not to come round til like  &lt;#&gt; ish?,0,ham
Hmmm.still we dont have opener?,0,ham
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,ham
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,ham
And whenever you and i see we can still hook up too.,0,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,1,spam
Normally i use to drink more water daily:),0,ham
Yup... How ü noe leh...,0,ham
I am literally in bed and have been up for like  &lt;#&gt;  hours,0,ham
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,1,spam
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,ham
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,spam
I dont have i shall buy one dear,0,ham
Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,ham
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0,ham
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0,ham
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,0,ham
Check wid corect speling i.e. Sarcasm,0,ham
Okay... I booked all already... Including the one at bugis.,0,ham
"Aight, let me know when you're gonna be around usf",0,ham
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,0,ham
Dad went out oredi...,0,ham
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,0,ham
Then cant get da laptop? My matric card wif ü lei...,0,ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1,spam
There's no point hangin on to mr not right if he's not makin u happy,0,ham
Probably a couple hours tops,0,ham
And miss vday the parachute and double coins??? U must not know me very well...,0,ham
Ew are you one of them?,0,ham
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0,ham
Oh that was a forwarded message. I thought you send that to me,0,ham
Went fast asleep dear.take care.,0,ham
Compliments to you. Was away from the system. How your side.,0,ham
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1,spam
Not a drop in the tank,0,ham
I'm now but have to wait till 2 for the bus to pick me.,0,ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,ham
I'm gonna rip out my uterus.,0,ham
But you dint in touch with me.,0,ham
Am okay. Will soon be over. All the best,0,ham
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0,ham
"Dude u knw also telugu..thts gud..k, gud nyt..",0,ham
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0,ham
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,ham
Now got tv 2 watch meh? U no work today?,0,ham
Boo. How's things? I'm back at home and a little bored already :-(,0,ham
So lets make it saturday or monday as per convenience.,0,ham
There is no sense in my foot and penis.,0,ham
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",0,ham
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0,ham
"Alright omw, gotta change my order to a half8th",0,ham
"Good stuff, will do.",0,ham
I'll probably be around mu a lot,0,ham
Mmmm.... I cant wait to lick it!,0,ham
No message..no responce..what happend?,0,ham
No problem. We will be spending a lot of quality time together...,0,ham
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,1,spam
Ü neva tell me how i noe... I'm not at home in da aft wat...,0,ham
Ok then u tell me wat time u coming later lor.,0,ham
How's ur paper?,0,ham
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0,ham
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,0,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,spam
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0,ham
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0,ham
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0,ham
So i'm doing a list of buyers.,0,ham
Lol no. Just trying to make your day a little more interesting,0,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,ham
Tell them the drug dealer's getting impatient,0,ham
Ok... I din get ur msg...,0,ham
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0,ham
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",1,spam
"Aight, sounds good. When do you want me to come down?",0,ham
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",0,ham
&lt;#&gt;  am I think? Should say on syllabus,0,ham
Oh did you charge camera,0,ham
Pls dont restrict her from eating anythin she likes for the next two days.,0,ham
Gud ni8.swt drms.take care,0,ham
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,spam
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,0,ham
Realy sorry-i don't recognise this number and am now confused :) who r u please?!,0,ham
All day working day:)except saturday and sunday..,0,ham
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0,ham
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0,ham
No dear i was sleeping :-P,0,ham
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,0,ham
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0,ham
Lol yes. But it will add some spice to your day.,0,ham
I don't know but I'm raping dudes at poker,0,ham
Sorry. || mail? ||,0,ham
Hi. I'm sorry i missed your call. Can you pls call back.,0,ham
Also that chat was awesome but don't make it regular unless you can see her in person,0,ham
Yar but they say got some error.,0,ham
Ok anyway no need to change with what you said,0,ham
What's a feathery bowa? Is that something guys have that I don't know about?,0,ham
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,0,ham
Was the farm open?,0,ham
URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,1,spam
At 4. Let's go to bill millers,0,ham
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0,ham
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,spam
So u wan 2 come for our dinner tonight a not?,0,ham
Went to ganesh dress shop,0,ham
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,1,spam
All done? All handed in? Celebrations in full swing yet?,0,ham
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,ham
"yeah, that's what I was thinking",0,ham
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,1,spam
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0,ham
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,1,spam
No da if you run that it activate the full version da.,0,ham
Me too baby! I promise to treat you well! I bet you will take good care of me...,0,ham
Tell me something. Thats okay.,0,ham
Boooo you always work. Just quit.,0,ham
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,1,spam
K do I need a login or anything,0,ham
Mm have some kanji dont eat anything heavy ok,0,ham
Yes:)from last week itself i'm taking live call.,0,ham
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",0,ham
"Jay wants to work out first, how's 4 sound?",0,ham
....photoshop makes my computer shut down.,0,ham
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",0,ham
No dear i do have free messages without any recharge. Hi hi hi,0,ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0,ham
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0,ham
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0,ham
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",0,ham
I to am looking forward to all the sex cuddling.. Only two more sleeps,0,ham
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0,ham
Nt joking seriously i told,0,ham
On ma way to school. Can you pls send me ashley's number,0,ham
If i said anything wrong sorry de:-),0,ham
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",1,spam
And stop being an old man. You get to build snowman snow angels and snowball fights.,0,ham
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0,ham
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0,ham
"I'm not sure, I was just checking out what was happening around the area",0,ham
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1,spam
No messages on her phone. I'm holding it now,0,ham
Dare i ask... Any luck with sorting out the car?,0,ham
Please sen :)my kind advice :-)please come here and try:-),0,ham
Ok... Sweet dreams...,0,ham
Still chance there. If you search hard you will get it..let have a try :),0,ham
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0,ham
Haha okay... Today weekend leh...,0,ham
Ok lor thanx... Ü in school?,0,ham
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",1,spam
Ok. Me watching tv too.,0,ham
"Ya, told..she was asking wats matter?",0,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1,spam
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,ham
Carlos'll be here in a minute if you still need to buy,0,ham
Jokin only lar... :-) depends on which phone my father can get lor...,0,ham
network operator. The service is free. For T & C's visit 80488.biz,1,spam
When/where do I pick you up,0,ham
Missing you too.pray inshah allah,0,ham
Mm yes dear look how i am hugging you both. :-P,0,ham
"Sorry sir, i will call you tomorrow.  senthil.hsbc",0,ham
U wan 2 haf lunch i'm in da canteen now.,0,ham
o turns out i had stereo love on mi phone under the unknown album.,0,ham
East coast,0,ham
I went to project centre,0,ham
"Awesome, think we can get an 8th at usf some time tonight?",0,ham
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,ham
&lt;#&gt;  mins but i had to stop somewhere first.,0,ham
No no:)this is kallis home ground.amla home town is durban:),0,ham
Then. You are eldest know.,0,ham
You tell what happen dont behave like this to me. Ok no need to say,0,ham
No. She's currently in scotland for that.,0,ham
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,spam
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0,ham
"2 celebrate my bday, y else?",0,ham
"Night night, see you tomorrow",0,ham
Lmao!nice 1,0,ham
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",0,ham
S da..al r above  &lt;#&gt;,0,ham
"Jay told me already, will do",0,ham
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0,ham
Thanks for picking up the trash.,0,ham
There bold 2  &lt;#&gt; . Is that yours,0,ham
Just finished eating. Got u a plate. NOT leftovers this time.,0,ham
"Yes but i dont care! I need you bad, princess!",0,ham
No probably  &lt;#&gt; %.,0,ham
You unbelievable faglord,0,ham
"What i mean was i left too early to check, cos i'm working a 9-6.",0,ham
See? I thought it all through,0,ham
did u get that message,0,ham
I'll talk to the others and probably just come early tomorrow then,0,ham
Ü comin to fetch us oredi...,0,ham
Some of them told accenture is not confirm. Is it true.,0,ham
Lol ... I knew that .... I saw him in the dollar store,0,ham
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,spam
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",0,ham
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0,ham
Should I have picked up a receipt or something earlier,0,ham
Right it wasnt you who phoned it was someone with a number like yours!,0,ham
Tell dear what happen to you. Why you talking to me like an alian,0,ham
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",1,spam
Hey they r not watching movie tonight so i'll prob b home early...,0,ham
Okie but i scared u say i fat... Then u dun wan me already...,0,ham
Hahaha..use your brain dear,0,ham
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1,spam
Rats. Hey did u ever vote for the next themes?,0,ham
X course it 2yrs. Just so her messages on messenger lik you r sending me,0,ham
Hey you around? I've got enough for a half + the ten I owe you,0,ham
I thank you so much for all you do with selflessness. I love you plenty.,0,ham
I sent them. Do you like?,0,ham
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1,spam
I don't think he has spatula hands!,0,ham
Thank you. do you generally date the brothas?,0,ham
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,0,ham
Did you show him and wot did he say or could u not c him 4 dust?,0,ham
Jus finish watching tv... U?,0,ham
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,ham
Ill be at yours in about 3 mins but look out for me,0,ham
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,ham
Shopping? Eh ger i toking abt syd leh...Haha,0,ham
You are not bothering me but you have to trust my answers. Pls.,0,ham
Customer place i will call you,0,ham
Yep. I do like the pink furniture tho.,0,ham
Wishing you a wonderful week.,0,ham
Que pases un buen tiempo or something like that,0,ham
Then any special there?,0,ham
Send me your id and password,0,ham
Well thats nice. Too bad i cant eat it,0,ham
Really dun bluff me leh... U sleep early too. Nite...,0,ham
You can jot down things you want to remember later.,0,ham
I've told him that i've returned it. That should i re order it.,0,ham
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0,ham
Oh ic. I thought you meant mary jane.,0,ham
"Sorry da thangam, very very sorry i am held up with prasad.",0,ham
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0,ham
Great escape. I fancy the bridge but needs her lager. See you tomo,0,ham
Did you get any gift? This year i didnt get anything. So bad,0,ham
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0,ham
Was playng 9 doors game and gt racing on phone lol,0,ham
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",0,ham
Ha ha ha good joke. Girls are situation seekers.,0,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1,spam
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1,spam
Thinking of u ;) x,0,ham
So i could kiss and feel you next to me...,0,ham
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1,spam
I will lick up every drop :) are you ready to use your mouth as well?,0,ham
I think just yourself …Thanks and see you tomo,0,ham
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,spam
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,spam
Bring home some Wendy =D,0,ham
ARR birthday today:) i wish him to get more oscar.,0,ham
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,ham
I liked the new mobile,0,ham
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",0,ham
So how's the weather over there?,0,ham
I am sorry it hurt you.,0,ham
Yun buying... But school got offer 2000 plus only...,0,ham
"Call me da, i am waiting for your call.",0,ham
Lol. Well quality aint bad at all so i aint complaining,0,ham
"What will we do in the shower, baby?",0,ham
Okie,0,ham
I thought slide is enough.,0,ham
Poor girl can't go one day lmao,0,ham
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0,ham
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0,ham
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0,ham
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,spam
Who's there say hi to our drugdealer,0,ham
You have an important customer service announcement from PREMIER.,1,spam
Just seeing your missed call my dear brother. Do have a gr8 day.,0,ham
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,1,spam
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0,ham
S.i'm watching it in live..,0,ham
"Sorry, I'll call later",0,ham
You have 1 new message. Please call 08715205273,1,spam
